# placement_file,"/mnt/hgfs/Shared/B2/Input/placements/1-1.5/placement_0.64_0007.csv"
# placement_basename,"placement_0.64_0007.csv"
run_id,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
2,StageA_NeutronPatch,50,30,1,1.5,100000,4486,2.93347e+06,0.00152925,15.2925,0.04486
