# bnWt=1.000000000000
# znsWt=2.000000000000
# phiTarget=0.640000000000
# seedBase=1940934243
# phiAchieved=0.640284508070
# patchXY_um=50.000000000000
# localThickness_um=30.000000000000
# bnRadius_um=2.500000000000
# znsRadius_um=1.000000000000
# overlapGap_um=0.020000000000
# insideBNVolume_um3=23692.844595823080
# insideZnSVolume_um3=24328.493509396569
# actualBNMass=49754.973651228473
# actualZnSMass=99503.538453431960
# actualBNToZnSMass=0.500032204126
# actualZnSToBNMass=1.999871191791
type,x_um,y_um,z_um
BN,7.325414835991,2.341767214999,4.716318834075
BN,1.782714965454,5.354049180326,-7.116060073956
BN,-11.494830955747,17.700229845507,-7.368088172730
BN,-21.455543171829,-2.905511676663,-0.145273765646
BN,-12.042958433970,-20.744666840331,-10.673316440848
BN,-11.071970719611,7.609232247742,9.166918717940
BN,1.575582319942,-8.629187383457,6.027491682497
BN,1.389335663420,-7.336914429412,12.496630364412
BN,22.485234620500,-20.833810464333,9.110794808660
BN,-6.066270115779,-0.342354213335,-12.500000000000
BN,1.763638199172,-3.884106416568,4.399844987324
BN,14.101379144231,-3.966196858439,-7.736193011756
BN,13.897657583381,0.420701058186,2.821060286332
BN,22.500000000000,-10.304252340679,-8.862400479679
BN,-10.839410584202,-4.090815846918,-10.622469685105
BN,20.744894265562,22.500000000000,-7.401910585057
BN,8.446418516923,13.697896242132,-2.107887609110
BN,-4.716781780871,13.957984632791,3.641465266134
BN,-4.444128932543,-20.716030646050,10.832051648423
BN,15.616952401688,-6.650699313005,-12.389987822718
BN,2.259472508343,17.495132019746,-12.472886889515
BN,-0.029499186361,-5.474521299567,-7.586168701413
BN,16.557705042480,20.800813550877,-5.215451497854
BN,7.731339116789,-11.706265048514,7.571824563735
BN,-5.571359100857,-9.350242458162,-6.426326539580
BN,-10.921968067624,12.882560247834,-10.866362236393
BN,0.698909771036,-21.577471671403,2.733704400851
BN,-16.215370498620,-22.500000000000,-5.554105105730
BN,13.218308358395,-18.804588359438,12.500000000000
BN,12.661071756106,-5.826597709463,12.437703819296
BN,22.500000000000,-4.927249010866,12.500000000000
BN,-2.673165622435,-6.064142767570,5.273121385381
BN,18.992784119508,8.782325597373,7.672452608360
BN,13.708505842618,-6.615318615891,1.689380216907
BN,-22.500000000000,9.997276133140,10.490354153030
BN,7.491998127860,-2.304007742008,-7.620715171543
BN,-12.960587986593,22.500000000000,-7.249162958462
BN,-20.688842411919,-1.142173765585,-10.627706676527
BN,11.678970409009,0.460544803942,-8.029904357345
BN,2.189689009136,-9.250594711247,-2.081679815132
BN,22.500000000000,-18.663451648771,4.584243393469
BN,6.339078266898,6.526784241529,-5.365451963063
BN,-8.957516335508,-5.219644789486,3.147391360175
BN,-18.284434834501,10.474706916600,3.089358903630
BN,22.490300070061,4.375960405496,-5.720730410870
BN,16.790527176094,-17.490777373016,1.081765295714
BN,3.110337396698,-16.680999944526,12.499313087066
BN,-4.030527885666,-12.727147062650,-3.032193658928
BN,2.008227614910,-0.990656651265,10.583287779589
BN,-9.578288580720,-9.640406933882,8.362660965186
BN,0.285770156794,-20.959231824669,12.496171123751
BN,6.252666675503,5.587353443758,1.039938440177
BN,11.376752448061,10.780916162325,-12.429828094204
BN,-3.717613802108,-21.164490994811,-10.357748345726
BN,11.186784938114,10.746874233635,-5.236525125909
BN,6.988664893927,-15.702627281391,-12.500000000000
BN,14.502091116715,8.348838869198,-0.122290305774
BN,-2.083069005274,-16.071884718780,0.165985952782
BN,2.749628546964,4.388082527191,4.442161330479
BN,4.899707156351,-1.160985680944,1.566699791647
BN,15.816701847127,-22.500000000000,-6.220128137562
BN,-17.357171526940,-4.621478337736,-12.458881277880
BN,-20.756094988225,-22.500000000000,10.289236132870
BN,3.461529996651,17.619945623023,-7.600530215445
BN,17.072955095137,-3.334100542079,3.830688489608
BN,-20.559627780261,8.788301293374,-12.500000000000
BN,-8.690780876277,0.648307453944,0.409516956518
BN,-6.845456613908,18.859743240100,-12.500000000000
BN,-13.964332035197,-6.429301270612,-1.357461174252
BN,7.580689618237,-2.300249437133,7.570996019559
BN,-21.870501951312,-15.118458967739,-8.803925456961
BN,20.652148263370,12.352859077631,12.500000000000
BN,-11.273255102485,-0.577146649628,-5.540573298005
BN,-0.726874975617,5.558034085520,-12.500000000000
BN,-9.506086710431,-3.765552501318,12.478373390318
BN,16.821935010535,7.474187899886,-6.668479170390
BN,-9.022867383967,18.923116305836,8.752120671754
BN,10.533527362779,-9.746101512031,-0.616721660022
BN,-11.797252153825,17.614161102570,-12.500000000000
BN,-4.300240545974,6.964396976551,-2.362954722031
BN,17.572315962791,16.369956195895,12.462421565968
BN,13.574894299583,11.381675188907,4.722011694096
BN,-20.681085452539,3.812022818600,-11.462851709624
BN,18.030470044165,-14.296947424054,12.500000000000
BN,-3.275163214018,-4.974508778643,12.500000000000
BN,18.514681351864,2.471472226718,2.904035045412
BN,8.187828655789,-15.590133156358,1.961915065007
BN,15.240200965589,0.285318440852,12.500000000000
BN,-10.689476757008,11.438949592405,5.831979881888
BN,14.555398573328,22.500000000000,-0.849646549447
BN,16.435990454359,17.502384030351,4.769159192484
BN,2.807685733327,-22.499884355446,-12.500000000000
BN,-7.443724720379,18.758094679578,-0.033056585414
BN,17.535304799705,13.242372246952,-0.553487073441
BN,-18.974053836007,-19.017900148388,-10.501040682900
BN,18.473403792865,-9.698829573896,10.494490388175
BN,-22.500000000000,-9.607552152049,-10.497110879444
BN,19.341263596309,-22.456886639052,5.549693408955
