# placement_file,"/mnt/hgfs/Shared/B2/Input/placements/2-1/placement_0.64_0006.csv"
# placement_basename,"placement_0.64_0006.csv"
run_id,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
0,StageA_NeutronPatch,50,30,2,1,100000,6059,2.91034e+06,0.00208189,20.8189,0.06059
