# bnWt=1.000000000000
# znsWt=2.500000000000
# phiTarget=0.640000000000
# seedBase=40349052
# phiAchieved=0.639691096124
# patchXY_um=50.000000000000
# localThickness_um=30.000000000000
# bnRadius_um=2.500000000000
# znsRadius_um=1.000000000000
# overlapGap_um=0.020000000000
# insideBNVolume_um3=21009.400870881753
# insideZnSVolume_um3=26967.431338411508
# actualBNMass=44119.741828851686
# actualZnSMass=110296.794174103066
# actualBNToZnSMass=0.400009285485
# actualZnSToBNMass=2.499941967067
type,x_um,y_um,z_um
BN,-6.392333452688,-22.500000000000,-8.795787136542
BN,-4.418957438042,-5.375963108399,-0.398770037634
BN,-8.644643329687,16.035320188473,-8.843844669001
BN,-11.997892864969,-3.790467857233,-1.071423131105
BN,-22.500000000000,20.857434916467,-12.500000000000
BN,20.544436458500,-8.601552175567,-12.500000000000
BN,17.329044575910,-16.053977416093,1.820473750582
BN,14.293940548238,-1.507143391540,-3.933863217710
BN,22.500000000000,9.268983288647,5.275446404154
BN,7.467215806268,11.886656583513,2.286274847888
BN,16.822234461467,-11.289613435424,-0.007067196455
BN,-19.347913960384,6.435717564627,10.212193015973
BN,2.947504181483,-5.768658377848,12.500000000000
BN,22.494976390468,-19.111473014405,-3.265322638197
BN,-10.866619727929,1.331521860835,-12.500000000000
BN,-3.530403391551,-13.034697388488,-8.964140249873
BN,17.212456538681,15.931193880820,7.764442757857
BN,-6.382105234489,-6.702450522774,-6.540655946307
BN,8.890812263487,5.339549618256,-10.902597246194
BN,22.476339289518,1.203218357429,4.180062760529
BN,-21.261058980332,14.750687963928,6.978002361353
BN,1.235793191011,-9.856480913933,-12.500000000000
BN,-22.500000000000,-1.514237143812,12.499577364341
BN,9.182588739616,5.556457013923,1.255156905130
BN,3.861775381862,6.380540321177,-10.518247025194
BN,-2.534493679352,-22.500000000000,-2.534165438286
BN,-6.079377739442,4.029460698037,0.922648773761
BN,6.816347697277,22.500000000000,-5.303291361902
BN,-5.890516740650,1.993924791418,-12.500000000000
BN,-21.148294268592,15.279232053084,-1.450254973058
BN,15.323525412340,-22.500000000000,7.297909939575
BN,15.193395892249,2.998885862185,-5.955510960843
BN,10.002155878929,17.507543339756,-0.831946158120
BN,22.500000000000,9.647415646392,-8.999409299670
BN,-20.841547376411,-11.044608475199,-12.500000000000
BN,8.240408217358,15.999642164336,9.015297894276
BN,4.402924297457,10.570621687216,6.941876452407
BN,22.478600488306,17.727408402289,-3.064027750302
BN,17.617379384258,-22.484305106067,-7.382803258143
BN,-22.469838960528,12.441925245358,2.637765035451
BN,-0.798742640904,17.170890988188,3.659282790054
BN,-1.255718096966,-0.372195973920,-12.500000000000
BN,-7.139609275911,15.911096741056,5.683316762606
BN,22.500000000000,-0.057302318760,12.500000000000
BN,13.889358845466,-16.945706562007,-7.195001054625
BN,14.398334588376,22.500000000000,-12.488089415381
BN,12.630697301845,11.565982099770,10.661125990511
BN,-4.028570987067,-22.500000000000,7.429424477065
BN,22.332531972604,-20.870001747253,-7.984259604214
BN,-18.851430135709,-22.500000000000,-5.281078222370
BN,11.401028208790,-14.542460450749,2.156266023124
BN,10.595789697414,-10.372291696331,-3.241991963380
BN,4.511836329767,-16.003075469808,9.123290376915
BN,-18.934346174081,-3.198670634539,-10.818338019051
BN,-18.130690126005,-14.621938687872,12.500000000000
BN,-17.235565097350,13.320165017538,-9.202944910273
BN,1.041599612595,0.071622058793,12.442359964629
BN,-3.193541688800,-4.877061589851,4.464983557152
BN,-14.462806367793,21.129432446933,6.920294597545
BN,-22.496208189554,20.833416180651,10.979551370826
BN,-20.524465782357,2.339994404089,-0.947994209351
BN,20.601587251885,-12.363636929737,10.564759548214
BN,-16.652730251071,-13.859169782320,7.703915724768
BN,20.378959426892,-19.430235670735,12.500000000000
BN,-9.138639290360,8.928419579692,-8.409288160727
BN,-16.536128628289,-2.549332987065,9.280100655627
BN,-14.611368839772,-16.220010920471,-12.500000000000
BN,18.622636647779,-6.051649857052,4.193697623553
BN,-12.038107141794,-22.500000000000,9.221572907931
BN,4.213832305955,5.931538985340,1.864348487446
BN,-13.748482376722,12.733535246342,1.758622382135
BN,-0.960557164942,16.895040515580,-12.498055206855
BN,-22.500000000000,-6.306476954772,-12.500000000000
BN,-13.035543473449,-10.477902044406,12.480065059069
BN,-22.495577014123,10.467504482940,-1.977576577825
BN,-10.370563237530,17.113696213384,12.500000000000
BN,22.500000000000,17.768398823621,2.022415900070
BN,-11.041469592834,-22.500000000000,3.183526634791
BN,1.213731303176,-4.742799128832,-12.500000000000
