placement_file,placement_basename,seedBase,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0001.csv","placement_f_0.64_0001.csv",175576305,StageA_NeutronPatch,50,30,1,2,100000,3866,2.94279e+06,0.00131372,13.1372,0.03866
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0002.csv","placement_f_0.64_0002.csv",1644875038,StageA_NeutronPatch,50,30,1,2,100000,3974,2.94107e+06,0.00135121,13.5121,0.03974
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0003.csv","placement_f_0.64_0003.csv",1400617094,StageA_NeutronPatch,50,30,1,2,100000,3848,2.94254e+06,0.00130771,13.0771,0.03848
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0004.csv","placement_f_0.64_0004.csv",2062498087,StageA_NeutronPatch,50,30,1,2,100000,3865,2.94225e+06,0.00131362,13.1362,0.03865
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0005.csv","placement_f_0.64_0005.csv",1940934243,StageA_NeutronPatch,50,30,1,2,100000,3924,2.94235e+06,0.00133363,13.3363,0.03924
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0006.csv","placement_f_0.64_0006.csv",1837230747,StageA_NeutronPatch,50,30,1,2,100000,3882,2.94161e+06,0.00131968,13.1968,0.03882
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0007.csv","placement_f_0.64_0007.csv",107734767,StageA_NeutronPatch,50,30,1,2,100000,3981,2.94163e+06,0.00135333,13.5333,0.03981
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0008.csv","placement_f_0.64_0008.csv",178145805,StageA_NeutronPatch,50,30,1,2,100000,3975,2.9413e+06,0.00135144,13.5144,0.03975
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0009.csv","placement_f_0.64_0009.csv",689610145,StageA_NeutronPatch,50,30,1,2,100000,3914,2.94034e+06,0.00133114,13.3114,0.03914
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0010.csv","placement_f_0.64_0010.csv",1408447284,StageA_NeutronPatch,50,30,1,2,100000,3889,2.94128e+06,0.00132222,13.2222,0.03889
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0011.csv","placement_f_0.64_0011.csv",1452350866,StageA_NeutronPatch,50,30,1,2,100000,3938,2.94009e+06,0.00133942,13.3942,0.03938
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0012.csv","placement_f_0.64_0012.csv",2077810293,StageA_NeutronPatch,50,30,1,2,100000,3910,2.94211e+06,0.00132898,13.2898,0.0391
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0013.csv","placement_f_0.64_0013.csv",506229225,StageA_NeutronPatch,50,30,1,2,100000,3878,2.94219e+06,0.00131806,13.1806,0.03878
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0014.csv","placement_f_0.64_0014.csv",1504637659,StageA_NeutronPatch,50,30,1,2,100000,3940,2.9425e+06,0.001339,13.39,0.0394
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0015.csv","placement_f_0.64_0015.csv",1101795981,StageA_NeutronPatch,50,30,1,2,100000,3792,2.94348e+06,0.00128827,12.8827,0.03792
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0016.csv","placement_f_0.64_0016.csv",526540831,StageA_NeutronPatch,50,30,1,2,100000,3921,2.94281e+06,0.0013324,13.324,0.03921
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0017.csv","placement_f_0.64_0017.csv",1968061450,StageA_NeutronPatch,50,30,1,2,100000,3974,2.9405e+06,0.00135147,13.5147,0.03974
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0018.csv","placement_f_0.64_0018.csv",892637744,StageA_NeutronPatch,50,30,1,2,100000,3962,2.94158e+06,0.00134689,13.4689,0.03962
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0019.csv","placement_f_0.64_0019.csv",204226330,StageA_NeutronPatch,50,30,1,2,100000,3922,2.94024e+06,0.0013339,13.339,0.03922
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0020.csv","placement_f_0.64_0020.csv",1154566720,StageA_NeutronPatch,50,30,1,2,100000,4038,2.94083e+06,0.00137308,13.7308,0.04038
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0021.csv","placement_f_0.64_0021.csv",379322969,StageA_NeutronPatch,50,30,1,2,100000,3894,2.9413e+06,0.00132391,13.2391,0.03894
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0022.csv","placement_f_0.64_0022.csv",1082393139,StageA_NeutronPatch,50,30,1,2,100000,3799,2.94218e+06,0.00129122,12.9122,0.03799
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0023.csv","placement_f_0.64_0023.csv",27541092,StageA_NeutronPatch,50,30,1,2,100000,3863,2.94242e+06,0.00131287,13.1287,0.03863
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0024.csv","placement_f_0.64_0024.csv",1658842019,StageA_NeutronPatch,50,30,1,2,100000,3903,2.94211e+06,0.0013266,13.266,0.03903
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0025.csv","placement_f_0.64_0025.csv",12664707,StageA_NeutronPatch,50,30,1,2,100000,3904,2.94277e+06,0.00132664,13.2664,0.03904
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0026.csv","placement_f_0.64_0026.csv",1166651618,StageA_NeutronPatch,50,30,1,2,100000,3960,2.9425e+06,0.0013458,13.458,0.0396
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0027.csv","placement_f_0.64_0027.csv",878496878,StageA_NeutronPatch,50,30,1,2,100000,3872,2.941e+06,0.00131656,13.1656,0.03872
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0028.csv","placement_f_0.64_0028.csv",43245580,StageA_NeutronPatch,50,30,1,2,100000,3865,2.9441e+06,0.0013128,13.128,0.03865
"/mnt/hgfs/Shared/B2/Input/placements/1-2/placement_f_0.64_0029.csv","placement_f_0.64_0029.csv",1360783630,StageA_NeutronPatch,50,30,1,2,100000,4004,2.93955e+06,0.00136212,13.6212,0.04004
