placement_file,placement_basename,seedBase,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0001.csv","placement_f_0.64_0001.csv",1191284614,StageA_NeutronPatch,50,30,1,2.5,100000,3508,2.94905e+06,0.00118953,11.8953,0.03508
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0002.csv","placement_f_0.64_0002.csv",257127526,StageA_NeutronPatch,50,30,1,2.5,100000,3404,2.95008e+06,0.00115387,11.5387,0.03404
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0003.csv","placement_f_0.64_0003.csv",69325840,StageA_NeutronPatch,50,30,1,2.5,100000,3527,2.95e+06,0.00119559,11.9559,0.03527
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0004.csv","placement_f_0.64_0004.csv",2073818083,StageA_NeutronPatch,50,30,1,2.5,100000,3447,2.9473e+06,0.00116955,11.6955,0.03447
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0005.csv","placement_f_0.64_0005.csv",1968140002,StageA_NeutronPatch,50,30,1,2.5,100000,3442,2.95003e+06,0.00116677,11.6677,0.03442
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0006.csv","placement_f_0.64_0006.csv",189215750,StageA_NeutronPatch,50,30,1,2.5,100000,3426,2.94975e+06,0.00116146,11.6146,0.03426
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0007.csv","placement_f_0.64_0007.csv",867181000,StageA_NeutronPatch,50,30,1,2.5,100000,3539,2.94662e+06,0.00120104,12.0104,0.03539
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0008.csv","placement_f_0.64_0008.csv",1350741686,StageA_NeutronPatch,50,30,1,2.5,100000,3657,2.94586e+06,0.0012414,12.414,0.03657
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0009.csv","placement_f_0.64_0009.csv",2040790278,StageA_NeutronPatch,50,30,1,2.5,100000,3523,2.94619e+06,0.00119578,11.9578,0.03523
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0010.csv","placement_f_0.64_0010.csv",1798885275,StageA_NeutronPatch,50,30,1,2.5,100000,3560,2.94609e+06,0.00120838,12.0838,0.0356
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0011.csv","placement_f_0.64_0011.csv",1096814715,StageA_NeutronPatch,50,30,1,2.5,100000,3539,2.94835e+06,0.00120033,12.0033,0.03539
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0012.csv","placement_f_0.64_0012.csv",558127247,StageA_NeutronPatch,50,30,1,2.5,100000,3582,2.9454e+06,0.00121613,12.1613,0.03582
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0013.csv","placement_f_0.64_0013.csv",40349052,StageA_NeutronPatch,50,30,1,2.5,100000,3437,2.95033e+06,0.00116495,11.6495,0.03437
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0014.csv","placement_f_0.64_0014.csv",1872649451,StageA_NeutronPatch,50,30,1,2.5,100000,3504,2.94833e+06,0.00118847,11.8847,0.03504
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0015.csv","placement_f_0.64_0015.csv",1849227038,StageA_NeutronPatch,50,30,1,2.5,100000,3507,2.94818e+06,0.00118955,11.8955,0.03507
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0016.csv","placement_f_0.64_0016.csv",2090582214,StageA_NeutronPatch,50,30,1,2.5,100000,3446,2.94908e+06,0.0011685,11.685,0.03446
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0017.csv","placement_f_0.64_0017.csv",777387365,StageA_NeutronPatch,50,30,1,2.5,100000,3556,2.94573e+06,0.00120717,12.0717,0.03556
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0018.csv","placement_f_0.64_0018.csv",1148761690,StageA_NeutronPatch,50,30,1,2.5,100000,3534,2.94898e+06,0.00119838,11.9838,0.03534
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0019.csv","placement_f_0.64_0019.csv",620765228,StageA_NeutronPatch,50,30,1,2.5,100000,3405,2.94855e+06,0.0011548,11.548,0.03405
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0020.csv","placement_f_0.64_0020.csv",703475151,StageA_NeutronPatch,50,30,1,2.5,100000,3579,2.94673e+06,0.00121456,12.1456,0.03579
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0021.csv","placement_f_0.64_0021.csv",365437406,StageA_NeutronPatch,50,30,1,2.5,100000,3514,2.94807e+06,0.00119197,11.9197,0.03514
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0022.csv","placement_f_0.64_0022.csv",1409959830,StageA_NeutronPatch,50,30,1,2.5,100000,3474,2.94768e+06,0.00117855,11.7855,0.03474
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0023.csv","placement_f_0.64_0023.csv",1942237813,StageA_NeutronPatch,50,30,1,2.5,100000,3531,2.94674e+06,0.00119827,11.9827,0.03531
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0024.csv","placement_f_0.64_0024.csv",1804172608,StageA_NeutronPatch,50,30,1,2.5,100000,3367,2.94884e+06,0.00114181,11.4181,0.03367
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0025.csv","placement_f_0.64_0025.csv",52214442,StageA_NeutronPatch,50,30,1,2.5,100000,3526,2.94642e+06,0.00119671,11.9671,0.03526
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0026.csv","placement_f_0.64_0026.csv",142514200,StageA_NeutronPatch,50,30,1,2.5,100000,3592,2.94609e+06,0.00121924,12.1924,0.03592
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0027.csv","placement_f_0.64_0027.csv",585917052,StageA_NeutronPatch,50,30,1,2.5,100000,3446,2.94889e+06,0.00116858,11.6858,0.03446
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0028.csv","placement_f_0.64_0028.csv",595968340,StageA_NeutronPatch,50,30,1,2.5,100000,3559,2.9479e+06,0.0012073,12.073,0.03559
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0029.csv","placement_f_0.64_0029.csv",1476766497,StageA_NeutronPatch,50,30,1,2.5,100000,3451,2.94879e+06,0.00117031,11.7031,0.03451
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0030.csv","placement_f_0.64_0030.csv",1130779814,StageA_NeutronPatch,50,30,1,2.5,100000,3497,2.94746e+06,0.00118645,11.8645,0.03497
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0031.csv","placement_f_0.64_0031.csv",257358274,StageA_NeutronPatch,50,30,1,2.5,100000,3609,2.94627e+06,0.00122494,12.2494,0.03609
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0032.csv","placement_f_0.64_0032.csv",1457425480,StageA_NeutronPatch,50,30,1,2.5,100000,3442,2.94916e+06,0.00116711,11.6711,0.03442
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0033.csv","placement_f_0.64_0033.csv",1847337787,StageA_NeutronPatch,50,30,1,2.5,100000,3426,2.94994e+06,0.00116138,11.6138,0.03426
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0034.csv","placement_f_0.64_0034.csv",1301864180,StageA_NeutronPatch,50,30,1,2.5,100000,3546,2.946e+06,0.00120366,12.0366,0.03546
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0035.csv","placement_f_0.64_0035.csv",1410513369,StageA_NeutronPatch,50,30,1,2.5,100000,3611,2.94569e+06,0.00122586,12.2586,0.03611
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0036.csv","placement_f_0.64_0036.csv",800991236,StageA_NeutronPatch,50,30,1,2.5,100000,3421,2.9494e+06,0.0011599,11.599,0.03421
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0037.csv","placement_f_0.64_0037.csv",409757063,StageA_NeutronPatch,50,30,1,2.5,100000,3433,2.94876e+06,0.00116422,11.6422,0.03433
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0038.csv","placement_f_0.64_0038.csv",1886887729,StageA_NeutronPatch,50,30,1,2.5,100000,3450,2.94825e+06,0.00117018,11.7018,0.0345
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0039.csv","placement_f_0.64_0039.csv",367015347,StageA_NeutronPatch,50,30,1,2.5,100000,3487,2.9507e+06,0.00118175,11.8175,0.03487
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0040.csv","placement_f_0.64_0040.csv",2117658310,StageA_NeutronPatch,50,30,1,2.5,100000,3481,2.9474e+06,0.00118104,11.8104,0.03481
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0041.csv","placement_f_0.64_0041.csv",692021329,StageA_NeutronPatch,50,30,1,2.5,100000,3471,2.94771e+06,0.00117752,11.7752,0.03471
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0042.csv","placement_f_0.64_0042.csv",281341432,StageA_NeutronPatch,50,30,1,2.5,100000,3452,2.94894e+06,0.00117059,11.7059,0.03452
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0043.csv","placement_f_0.64_0043.csv",598655332,StageA_NeutronPatch,50,30,1,2.5,100000,3475,2.9481e+06,0.00117873,11.7873,0.03475
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0044.csv","placement_f_0.64_0044.csv",2113822466,StageA_NeutronPatch,50,30,1,2.5,100000,3495,2.94718e+06,0.00118588,11.8588,0.03495
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0045.csv","placement_f_0.64_0045.csv",1622978605,StageA_NeutronPatch,50,30,1,2.5,100000,3599,2.94697e+06,0.00122125,12.2125,0.03599
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0046.csv","placement_f_0.64_0046.csv",1164664553,StageA_NeutronPatch,50,30,1,2.5,100000,3476,2.9495e+06,0.00117851,11.7851,0.03476
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0047.csv","placement_f_0.64_0047.csv",381156480,StageA_NeutronPatch,50,30,1,2.5,100000,3358,2.95177e+06,0.00113762,11.3762,0.03358
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0048.csv","placement_f_0.64_0048.csv",477815557,StageA_NeutronPatch,50,30,1,2.5,100000,3535,2.94829e+06,0.001199,11.99,0.03535
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0049.csv","placement_f_0.64_0049.csv",270669848,StageA_NeutronPatch,50,30,1,2.5,100000,3405,2.94975e+06,0.00115434,11.5434,0.03405
"/home/ubuntu/geant4_work/B2/Input/placements/1-2.5/placement_f_0.64_0050.csv","placement_f_0.64_0050.csv",953024623,StageA_NeutronPatch,50,30,1,2.5,100000,3480,2.9472e+06,0.00118078,11.8078,0.0348
