# placement_file,"/mnt/hgfs/Shared/B2/Input/placements/1-2.5/placement_0.64_0001.csv"
# placement_basename,"placement_0.64_0001.csv"
run_id,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
4,StageA_NeutronPatch,50,30,1,2.5,100000,3527,2.9462e+06,0.00119714,11.9714,0.03527
