# placement_file,"/mnt/hgfs/Shared/B2/Input/placements/1-1/placement_0.641_0001.csv"
# placement_basename,"placement_0.641_0001.csv"
run_id,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
1,StageA_NeutronPatch,50,30,1,1,100000,5002,2.92571e+06,0.00170967,17.0967,0.05002
