run_id,run_mode,patch_xy_um,micro_thickness_um,bn_wt,zns_wt,incident_count,capture_count,total_track_length_um,sigma_eff_per_um,sigma_eff_per_cm,capture_probability
1,StageA_NeutronPatch,50,30,1,1,100000,5210,2.92107e+06,0.00178359,17.8359,0.0521
